doi,publisher,journal,open_access,uob_is_corresponding,year
10.1007/s10995-023-03638-z,SpringerNature,Maternal and Child Health Journal,hybrid,TRUE,2023
10.1007/s10995-023-03785-3,SpringerNature,Maternal and Child Health Journal,hybrid,FALSE,2023
10.1007/s10995-023-03797-z,SpringerNature,Maternal and Child Health Journal,hybrid,TRUE,2023
10.1007/s11033-023-09161-2,SpringerNature,Molecular Biology Reports,closed,FALSE,2024
10.1007/s11042-020-08769-x,SpringerNature,Multimedia Tools and Applications,closed,FALSE,2024
10.1007/s11042-020-09087-y,SpringerNature,Multimedia Tools and Applications,closed,FALSE,2021
10.1007/s11042-024-20269-w,SpringerNature,Multimedia Tools and Applications,hybrid,TRUE,2024
10.1007/s11069-022-05314-x,SpringerNature,Natural Hazards,closed,FALSE,2022
10.1007/s11096-022-01403-w,SpringerNature,International Journal of Clinical Pharmacy,hybrid,FALSE,2022
10.1007/s11096-023-01663-0,SpringerNature,International Journal of Clinical Pharmacy,hybrid,FALSE,2023
10.1007/s11128-022-03820-2,SpringerNature,Quantum Information Processing,hybrid,TRUE,2023
10.1007/s11136-021-02900-7,SpringerNature,Quality of Life Research,hybrid,FALSE,2021
10.1007/s11156-022-01114-3,SpringerNature,Review of Quantitative Finance and Accounting,closed,TRUE,2022
10.1007/s11156-024-01288-y,SpringerNature,Review of Quantitative Finance and Accounting,hybrid,FALSE,2024
10.1007/s11156-024-01340-x,SpringerNature,Review of Quantitative Finance and Accounting,hybrid,TRUE,2024
10.1007/s11195-024-09861-y,SpringerNature,Sexuality and Disability,hybrid,FALSE,2024
10.1007/s11211-022-00401-7,SpringerNature,Social Justice Research,hybrid,FALSE,2022
10.1007/s11227-022-04738-3,SpringerNature,The Journal of Supercomputing,closed,FALSE,2022
10.1007/s11227-023-05849-1,SpringerNature,The Journal of Supercomputing,hybrid,FALSE,2023
10.1007/s11235-024-01120-x,SpringerNature,Telecommunication Systems,hybrid,FALSE,2024
10.1007/s11244-023-01856-x,SpringerNature,Topics in Catalysis,hybrid,TRUE,2023
10.1007/s11249-022-01589-0,SpringerNature,Tribology Letters,hybrid,TRUE,2022
10.1007/s11249-022-01686-0,SpringerNature,Tribology Letters,hybrid,TRUE,2022
10.1007/s11249-024-01925-6,SpringerNature,Tribology Letters,hybrid,TRUE,2024
10.1007/s11265-022-01742-x,SpringerNature,Journal of Signal Processing Systems,closed,FALSE,2022
10.1007/s11269-021-02952-x,SpringerNature,Water Resources Management,closed,FALSE,2021
10.1007/s11269-023-03525-w,SpringerNature,Water Resources Management,closed,FALSE,2023
10.1007/s11276-022-02962-6,SpringerNature,Wireless Networks,closed,FALSE,2022
10.1007/s11277-021-08209-5,SpringerNature,Wireless Personal Communications,hybrid,FALSE,2021
10.1007/s11277-021-09297-z,SpringerNature,Wireless Personal Communications,hybrid,FALSE,2021
10.1007/s11277-021-09455-3,SpringerNature,Wireless Personal Communications,hybrid,FALSE,2021
10.1007/s11356-021-18459-2,SpringerNature,Environmental Science and Pollution Research,closed,FALSE,2022
10.1007/s11357-022-00658-5,SpringerNature,GeroScience,hybrid,FALSE,2022
10.1007/s11419-022-00616-y,SpringerNature,Forensic Toxicology,hybrid,TRUE,2022
10.1007/s11431-024-2729-4,SpringerNature,Science China Technological Sciences,closed,FALSE,2024
10.1007/s11575-021-00439-w,SpringerNature,Management International Review,closed,TRUE,2021
10.1007/s11575-021-00443-0,SpringerNature,Management International Review,hybrid,FALSE,2021
10.1007/s11575-024-00541-9,SpringerNature,Management International Review,hybrid,FALSE,2024
10.1007/s11575-024-00542-8,SpringerNature,Management International Review,hybrid,FALSE,2024
10.1007/s11575-024-00543-7,SpringerNature,Management International Review,hybrid,TRUE,2024
10.1007/s11575-024-00544-6,SpringerNature,Management International Review,hybrid,FALSE,2024
10.1007/s11600-021-00600-x,SpringerNature,Acta Geophysica,closed,FALSE,2021
10.1007/s11600-022-01008-x,SpringerNature,Acta Geophysica,hybrid,TRUE,2023
10.1007/s11625-024-01496-4,SpringerNature,Sustainability Science,hybrid,FALSE,2024
10.1007/s11696-023-03040-7,SpringerNature,Chemical Papers,closed,FALSE,2023
10.1007/s11696-024-03881-w,SpringerNature,Chemical Papers,closed,FALSE,2025
10.1007/s11760-023-02756-z,SpringerNature,"Signal, Image and Video Processing",hybrid,TRUE,2023
10.1007/s11760-023-02836-0,SpringerNature,"Signal, Image and Video Processing",hybrid,FALSE,2023
10.1007/s11842-021-09496-3,SpringerNature,Small-scale Forestry,closed,FALSE,2022
10.1007/s11998-021-00575-w,SpringerNature,Journal of Coatings Technology and Research,bronze,TRUE,2021
10.1007/s11998-022-00726-7,SpringerNature,Journal of Coatings Technology and Research,bronze,TRUE,2022
10.1007/s12032-023-02101-x,SpringerNature,Medical Oncology,hybrid,TRUE,2023
10.1007/s12065-024-00947-2,SpringerNature,Evolutionary Intelligence,hybrid,TRUE,2024
10.1007/s12115-024-01008-1,SpringerNature,Society,gold,TRUE,2024
10.1007/s12124-021-09615-x,SpringerNature,Integrative Psychological and Behavioral Science,hybrid,TRUE,2021
10.1007/s12187-022-09924-6,SpringerNature,Child Indicators Research,hybrid,FALSE,2022
10.1007/s12193-023-00427-4,SpringerNature,Journal on Multimodal User Interfaces,hybrid,TRUE,2023
10.1007/s12221-022-4579-0,SpringerNature,Fibers and Polymers,closed,FALSE,2022
10.1007/s12351-019-00524-x,SpringerNature,Operational Research,closed,FALSE,2021
10.1007/s12517-021-07135-x,SpringerNature,Arabian Journal of Geosciences,closed,FALSE,2021
10.1007/s12517-021-08097-w,SpringerNature,Arabian Journal of Geosciences,closed,FALSE,2021
10.1007/s12517-024-11996-3,SpringerNature,Arabian Journal of Geosciences,closed,TRUE,2024
10.1007/s12520-022-01678-0,SpringerNature,Archaeological and Anthropological Sciences,hybrid,FALSE,2022
10.1007/s12551-023-01093-2,SpringerNature,Biophysical Reviews,closed,FALSE,2023
10.1007/s12596-023-01625-9,SpringerNature,Journal of Optics,bronze,FALSE,2024
10.1007/s12648-024-03137-z,SpringerNature,Indian Journal of Physics,closed,FALSE,2024
10.1007/s12649-024-02669-z,SpringerNature,Waste and Biomass Valorization,hybrid,TRUE,2024
10.1007/s12652-021-03271-0,SpringerNature,Journal of Ambient Intelligence and Humanized Computing,closed,FALSE,2021
10.1007/s12665-024-11812-x,SpringerNature,Environmental Earth Sciences,hybrid,TRUE,2024
10.1007/s12668-024-01494-x,SpringerNature,BioNanoScience,closed,FALSE,2024
10.1007/s13132-023-01658-2,SpringerNature,Journal of the Knowledge Economy,hybrid,TRUE,2024
10.1007/s13158-021-00307-6,SpringerNature,International Journal of Early Childhood,hybrid,TRUE,2021
10.1007/s13198-024-02700-5,SpringerNature,International Journal of System Assurance Engineering and Management,hybrid,TRUE,2025
10.1007/s13204-021-01715-9,SpringerNature,Applied Nanoscience,closed,TRUE,2021
10.1007/s13318-022-00806-4,SpringerNature,European Journal of Drug Metabolism and Pharmacokinetics,closed,FALSE,2022
10.1007/s13346-024-01723-6,SpringerNature,Drug Delivery and Translational Research,hybrid,FALSE,2024
10.1007/s13346-024-01779-4,SpringerNature,Drug Delivery and Translational Research,hybrid,FALSE,2025
10.1007/s13369-023-08235-4,SpringerNature,Arabian Journal for Science and Engineering,closed,TRUE,2023
10.1007/s13721-024-00455-4,SpringerNature,Network Modeling Analysis in Health Informatics and Bioinformatics,hybrid,TRUE,2024
10.1007/s40267-021-00891-6,Adis,Drugs and Therapy Perspectives,green,FALSE,2022
10.1007/s40515-024-00421-7,SpringerNature,Transportation Infrastructure Geotechnology,hybrid,TRUE,2024
10.1007/s40801-021-00256-5,SpringerNature,Drugs - Real World Outcomes,gold,TRUE,2021
10.1007/s40808-021-01154-z,SpringerNature,Modeling Earth Systems and Environment,closed,FALSE,2021
10.1007/s40815-022-01290-3,SpringerNature,International Journal of Fuzzy Systems,closed,TRUE,2022
10.1007/s40819-022-01369-3,SpringerNature,International Journal of Applied and Computational Mathematics,bronze,TRUE,2022
10.1007/s40847-023-00266-9,SpringerNature,Journal of Social and Economic Development,hybrid,TRUE,2023
10.1007/s41062-022-00948-z,SpringerNature,Innovative Infrastructure Solutions,closed,FALSE,2022
10.1007/s41062-024-01484-8,SpringerNature,Innovative Infrastructure Solutions,closed,FALSE,2024
10.1007/s41965-021-00075-1,SpringerNature,Journal of Membrane Computing,hybrid,TRUE,2021
10.1007/s41965-022-00110-9,SpringerNature,Journal of Membrane Computing,closed,FALSE,2022
10.1007/s41965-024-00166-9,SpringerNature,Journal of Membrane Computing,hybrid,FALSE,2024
10.1007/s42107-024-01045-5,SpringerNature,Asian Journal of Civil Engineering,closed,FALSE,2024
10.1007/s42241-021-0021-0,SpringerNature,Journal of Hydrodynamics,closed,FALSE,2021
10.1007/s42241-024-0033-7,SpringerNature,Journal of Hydrodynamics,closed,FALSE,2024
10.1007/s42241-024-0083-x,SpringerNature,Journal of Hydrodynamics,closed,TRUE,2023
10.1007/s42247-024-00914-8,SpringerNature,Emergent Materials,hybrid,TRUE,2024
10.1007/s42247-025-01037-4,SpringerNature,Emergent Materials,closed,TRUE,2025
10.1007/s42401-022-00168-4,SpringerNature,Aerospace Systems,closed,FALSE,2022
10.1007/s42448-023-00155-y,SpringerNature,"International Journal on Child Maltreatment: Research, Policy and Practice",closed,FALSE,2023
10.1007/s42448-023-00159-8,SpringerNature,"International Journal on Child Maltreatment: Research, Policy and Practice",closed,FALSE,2023
10.1007/s42448-024-00192-1,SpringerNature,"International Journal on Child Maltreatment: Research, Policy and Practice",closed,FALSE,2024
10.1007/s42979-021-00866-4,SpringerNature,SN Computer Science,hybrid,TRUE,2021
10.1007/s42979-024-03264-8,SpringerNature,SN Computer Science,hybrid,TRUE,2024
10.1007/s43151-023-00106-x,SpringerNature,Journal of Applied Youth Studies,hybrid,FALSE,2023
10.1007/s43452-021-00258-8,SpringerNature,Archives of Civil and Mechanical Engineering,closed,FALSE,2021
10.1007/s43452-023-00644-4,SpringerNature,Archives of Civil and Mechanical Engineering,closed,FALSE,2023
10.1007/s43452-024-00900-1,SpringerNature,Archives of Civil and Mechanical Engineering,closed,FALSE,2024
10.1007/s43452-024-00947-0,SpringerNature,Archives of Civil and Mechanical Engineering,closed,FALSE,2024
10.1007/s43545-021-00308-1,SpringerNature,SN Social Sciences,hybrid,TRUE,2022
10.1007/s43545-023-00722-7,SpringerNature,SN Social Sciences,closed,TRUE,2023
10.1007/s43615-024-00424-z,SpringerNature,Circular Economy and Sustainability,hybrid,FALSE,2024
10.1007/s43615-024-00485-0,SpringerNature,Circular Economy and Sustainability,closed,TRUE,2025
10.1007/s43615-024-00498-9,SpringerNature,Circular Economy and Sustainability,hybrid,TRUE,2025
10.1007/s43630-024-00575-w,SpringerNature,Photochemical & Photobiological Sciences,closed,TRUE,2024
10.1007/s43681-024-00628-x,SpringerNature,AI and Ethics,hybrid,TRUE,2025
10.1007/s44163-025-00226-8,SpringerNature,Discover Artificial Intelligence,gold,TRUE,2025
10.1007/s44174-022-00007-2,SpringerNature,Biomedical Materials & Devices,closed,FALSE,2022
10.1007/s44196-024-00487-8,SpringerNature,International Journal of Computational Intelligence Systems,gold,FALSE,2024
10.1007/s44274-024-00094-6,SpringerNature,Discover Environment,gold,FALSE,2024
10.1007/s44290-024-00085-9,SpringerNature,Discover Civil Engineering,gold,FALSE,2024
10.1007/s44290-025-00215-x,SpringerNature,Discover Civil Engineering,gold,FALSE,2025
10.1016/b978-0-443-28824-1.50585-8,Elsevier,Computer Aided Chemical Engineering,closed,FALSE,2024
10.1016/j.aanat.2023.152066,Elsevier,Annals of Anatomy - Anatomischer Anzeiger,closed,TRUE,2023
10.1016/j.aca.2025.343937,Elsevier,Analytica Chimica Acta,hybrid,TRUE,2025
10.1016/j.acra.2020.02.007,Elsevier,Academic Radiology,green,FALSE,2021
10.1016/j.aej.2021.09.011,Elsevier,Alexandria Engineering Journal,gold,FALSE,2022
10.1016/j.aej.2021.12.015,Elsevier,Alexandria Engineering Journal,gold,TRUE,2022
10.1016/j.aej.2022.05.012,Elsevier,Alexandria Engineering Journal,gold,FALSE,2022
10.1016/j.amepre.2023.12.016,Elsevier,American Journal of Preventive Medicine,hybrid,FALSE,2023
10.1016/j.annale.2023.100087,Elsevier,Annals of Tourism Research Empirical Insights,gold,TRUE,2023
10.1016/j.annals.2021.103142,Elsevier,Annals of Tourism Research,green,FALSE,2021
10.1016/j.annonc.2024.08.712,Elsevier,Annals of Oncology,closed,FALSE,2024
10.1016/j.apenergy.2024.125256,Elsevier,Applied Energy,closed,TRUE,2025
10.1016/j.apnr.2024.151785,Elsevier,Applied Nursing Research,hybrid,FALSE,2024
10.1016/j.apor.2022.103409,Elsevier,Applied Ocean Research,closed,FALSE,2023
10.1016/j.appet.2023.106544,Elsevier,Appetite,hybrid,FALSE,2023
10.1016/j.appet.2023.107024,Elsevier,Appetite,hybrid,FALSE,2023
10.1016/j.appet.2024.107232,Elsevier,Appetite,hybrid,FALSE,2024
10.1016/j.appet.2024.107559,Elsevier,Appetite,hybrid,TRUE,2024
10.1016/j.apples.2023.100156,Elsevier,Applications in Engineering Science,gold,TRUE,2023
10.1016/j.applthermaleng.2021.117829,Elsevier,Applied Thermal Engineering,closed,TRUE,2022
10.1016/j.applthermaleng.2025.125891,Elsevier,Applied Thermal Engineering,closed,FALSE,2025
10.1016/j.archger.2020.104328,Elsevier,Archives of Gerontology and Geriatrics,green,FALSE,2021
10.1016/j.asr.2021.01.042,Elsevier,Advances in Space Research,closed,FALSE,2021
10.1016/j.bar.2024.101370,Elsevier,The British Accounting Review,closed,FALSE,2024
10.1016/j.bbadis.2022.166403,Elsevier,Biochimica et Biophysica Acta (BBA) - Molecular Basis of Disease,hybrid,TRUE,2022
10.1016/j.bbapap.2021.140662,Elsevier,Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics,green,FALSE,2021
10.1016/j.bbcan.2021.188641,Elsevier,Biochimica et Biophysica Acta (BBA) - Reviews on Cancer,closed,TRUE,2021
10.1016/j.bbrc.2024.150856,Elsevier,Biochemical and Biophysical Research Communications,closed,FALSE,2024
10.1016/j.bcab.2024.103424,Elsevier,Biocatalysis and Agricultural Biotechnology,closed,FALSE,2024
10.1016/j.bcp.2022.115095,Elsevier,Biochemical Pharmacology,hybrid,TRUE,2022
10.1016/j.bioorg.2025.108128,Elsevier,Bioorganic Chemistry,hybrid,TRUE,2025
10.1016/j.biopha.2022.113431,Elsevier,Biomedicine & Pharmacotherapy,gold,FALSE,2022
10.1016/j.bjoms.2021.10.016,Elsevier,British Journal of Oral and Maxillofacial Surgery,closed,TRUE,2021
10.1016/j.bjps.2023.10.010,Elsevier,Journal of Plastic Reconstructive & Aesthetic Surgery,closed,FALSE,2023
10.1016/j.bmc.2021.116167,Elsevier,Bioorganic & Medicinal Chemistry,green,TRUE,2021
10.1016/j.bsheal.2022.08.003,Elsevier,Biosafety and Health,gold,FALSE,2022
10.1016/j.btre.2024.e00858,Elsevier,Biotechnology Reports,gold,FALSE,2024
10.1016/j.buildenv.2023.111064,Elsevier,Building and Environment,green,FALSE,2024
10.1016/j.burns.2020.12.023,Elsevier,Burns,closed,TRUE,2021
10.1016/j.cag.2021.11.001,Elsevier,Computers & Graphics,green,FALSE,2022
10.1016/j.camwa.2020.04.033,Elsevier,Computers & Mathematics with Applications,hybrid,FALSE,2021
10.1016/j.carbpol.2021.117741,Elsevier,Carbohydrate Polymers,closed,TRUE,2021
10.1016/j.carbpol.2025.123508,Elsevier,Carbohydrate Polymers,closed,FALSE,2025
10.1016/j.catcom.2023.106830,Elsevier,Catalysis Communications,gold,FALSE,2024
10.1016/j.ccr.2024.216207,Elsevier,Coordination Chemistry Reviews,closed,FALSE,2025
10.1016/j.cej.2024.150884,Elsevier,Chemical Engineering Journal,closed,FALSE,2024
10.1016/j.cellsig.2022.110275,Elsevier,Cellular Signalling,green,TRUE,2022
10.1016/j.cellsig.2022.110492,Elsevier,Cellular Signalling,hybrid,TRUE,2022
10.1016/j.cemconcomp.2021.104372,Elsevier,Cement and Concrete Composites,closed,FALSE,2022
10.1016/j.cemconcomp.2023.105129,Elsevier,Cement and Concrete Composites,closed,FALSE,2023
10.1016/j.cemconcomp.2024.105877,Elsevier,Cement and Concrete Composites,closed,FALSE,2025
10.1016/j.cemconres.2024.107480,Elsevier,Cement and Concrete Research,hybrid,FALSE,2024
10.1016/j.ceramint.2021.09.246,Elsevier,Ceramics International,bronze,FALSE,2022
10.1016/j.ces.2020.116384,Elsevier,Chemical Engineering Science,closed,FALSE,2021
10.1016/j.ces.2021.116612,Elsevier,Chemical Engineering Science,closed,TRUE,2021
10.1016/j.chemphys.2024.112582,Elsevier,Chemical Physics,closed,FALSE,2025
10.1016/j.cherd.2022.04.028,Elsevier,Chemical Engineering Research and Design,hybrid,TRUE,2022
10.1016/j.cherd.2022.12.043,Elsevier,Chemical Engineering Research and Design,closed,TRUE,2023
10.1016/j.cherd.2023.10.051,Elsevier,Chemical Engineering Research and Design,closed,FALSE,2023
10.1016/j.cherd.2024.01.028,Elsevier,Chemical Engineering Research and Design,closed,TRUE,2024
10.1016/j.cie.2022.108834,Elsevier,Computers & Industrial Engineering,hybrid,TRUE,2023
10.1016/j.cirpj.2021.01.015,Elsevier,CIRP Journal of Manufacturing Science and Technology,closed,TRUE,2021
10.1016/j.clae.2021.02.003,Elsevier,Contact Lens and Anterior Eye,bronze,FALSE,2021
10.1016/j.clae.2021.02.012,Elsevier,Contact Lens and Anterior Eye,green,FALSE,2021
10.1016/j.clae.2021.101469,Elsevier,Contact Lens and Anterior Eye,green,FALSE,2021
10.1016/j.clae.2022.101657,Elsevier,Contact Lens and Anterior Eye,closed,FALSE,2022
10.1016/j.clae.2023.102068,Elsevier,Contact Lens and Anterior Eye,hybrid,FALSE,2023
10.1016/j.clae.2023.102095,Elsevier,Contact Lens and Anterior Eye,hybrid,TRUE,2023
10.1016/j.clae.2024.102157,Elsevier,Contact Lens and Anterior Eye,hybrid,FALSE,2024
10.1016/j.clae.2024.102190,Elsevier,Contact Lens and Anterior Eye,green,FALSE,2024
10.1016/j.clae.2024.102233,Elsevier,Contact Lens and Anterior Eye,closed,FALSE,2024
10.1016/j.clae.2024.102241,Elsevier,Contact Lens and Anterior Eye,closed,FALSE,2024
10.1016/j.clet.2021.100134,Elsevier,Cleaner Engineering and Technology,gold,TRUE,2021
10.1016/j.clet.2021.100284,Elsevier,Cleaner Engineering and Technology,gold,TRUE,2021
10.1016/j.clinimag.2021.12.014,Elsevier,Clinical Imaging,closed,FALSE,2021
10.1016/j.cmpb.2021.106077,Elsevier,Computer Methods and Programs in Biomedicine,green,FALSE,2021
10.1016/j.cmpbup.2024.100149,Elsevier,Computer Methods and Programs in Biomedicine Update,gold,FALSE,2024
10.1016/j.coastaleng.2023.104382,Elsevier,Coastal Engineering,hybrid,TRUE,2023
10.1016/j.coastaleng.2024.104597,Elsevier,Coastal Engineering,hybrid,TRUE,2024
10.1016/j.coastaleng.2024.104601,Elsevier,Coastal Engineering,closed,FALSE,2024
10.1016/j.colsurfa.2022.128842,Elsevier,Colloids and Surfaces A Physicochemical and Engineering Aspects,hybrid,TRUE,2022
10.1016/j.colsurfb.2025.114504,Elsevier,Colloids and Surfaces B Biointerfaces,hybrid,TRUE,2025
10.1016/j.compbiomed.2023.107295,Elsevier,Computers in Biology and Medicine,hybrid,TRUE,2023
10.1016/j.compchemeng.2021.107261,Elsevier,Computers & Chemical Engineering,closed,TRUE,2021
10.1016/j.compchemeng.2021.107452,Elsevier,Computers & Chemical Engineering,closed,TRUE,2021
10.1016/j.compchemeng.2021.107515,Elsevier,Computers & Chemical Engineering,closed,TRUE,2021
10.1016/j.compeleceng.2022.108011,Elsevier,Computers & Electrical Engineering,closed,FALSE,2022
